MatchDate,League,HomeTeam,AwayTeam,Label,SeasonPhase,LeagueId,EloDiff,ProbHome,ProbDraw,ProbAway,RankDifference,HomeCleanSheetRatio,AwayFTSRatio,AttackVsDefense,TotalScoringPotential,TotalDefensiveWeakness,DefenseVsAttack
12/9/2023,ΣΚΩ2,East Fife,Έλγκιν,0,2,124,111.5137,0.5247,0.2631,0.2122,0,0,0,0.8083,0.7,0.8706,0
12/9/2023,ΓΑΛΚ,Αζαξιό,Ορλεάν,1,2,145,-25.5319,0.5286,0.2777,0.1937,0,0,0,1.0493,0.2,0.991,0
12/9/2023,ΣΑΡ,Αλ Αχλί Τζέντα,Αλ Ραέντ,0,2,103,101.3053,0.6547,0.1975,0.1478,-2,0,0,0.8887,0.5,0.4977,0
12/9/2023,ΣΑΡ,Αλ Γουαχντά,Αλ Ακχντούντ,0,2,103,-51.0857,0.5126,0.2552,0.2322,1,0,0,0.8446,-0.7,0.9272,0
12/9/2023,ΚΑΤΛ,Αλ Ντουχαΐλ,Κατάρ,0,2,70,159.4402,0.5285,0.2285,0.2429,-1,0,0,1.5841,0.8,1.145,0
12/9/2023,ΙΣΠ1,Αλαβές,Λας Πάλμας,1,2,3,41.8521,0.4708,0.3028,0.2264,0,0,0,1.1292,-0.4,0.7407,0
12/9/2023,ΚΑΤΛ,Αλ-Σαντ,Αλ Ραγιάν,0,2,70,102.7727,0.5388,0.222,0.2393,-1,0,0,1.731,1.2667,0.1842,0
12/9/2023,ΓΕΡ2,Αμβούργο,Πάντερμπορν,1,2,64,141.6731,0.5879,0.2033,0.2087,0,0,0,1.0386,0.2222,0.9479,0
12/9/2023,ΤΟΥ1,Ανταλιασπόρ,Καραγκιουμρούκ,0,2,18,66.2207,0.5187,0.2532,0.2281,0,0,0,3.8566,0.5429,2.0639,0
12/9/2023,ΙΣΠ3,Βαλένθια Μεστάγια,Αλζίρα,1,2,49,28.0616,0.4826,0.2874,0.23,0,0,0,1.0901,0.1,1.1712,0
12/9/2023,ΕΛΒ1,Βασιλεία,Γκρασχόπερς,1,2,26,93.4987,0.5223,0.2424,0.2353,0,0,0,0.6905,-0.8,0.9357,0
12/9/2023,ΓΕΡ2,Γκρόιτερ Φιρτ,Μαγδεμβούργο,0,2,64,41.3652,0.4956,0.2581,0.2463,-1,0,0,0.7959,-0.5,0.559,0
12/9/2023,ΑΥΣΛ,Γουέλινγκτον Φοίνιξ,Νιουκάστλ Τζετς,1,2,12,139.6818,0.5378,0.2311,0.2311,-1,0,0,0.6312,0.1,0.724,0
12/9/2023,ΑΓΓ1,Γουίκομ,Σριούσμπερι,1,2,95,-14.7206,0.501,0.2705,0.2285,0,0,0,0.8205,-0.2,0.9924,0
12/9/2023,ΑΒΠΛ,Γουόρινγκτον Ράιλαντς 1906,Στάφορντ Ρέιντζερς,0,2,93,17.8021,0.6276,0.2094,0.163,-1,0,0,1.1118,-0.3,0.5495,0
12/9/2023,ΒΙΡΚ,Ινστιτούτ,Άναγκ Γιουνάιτεντ,1,2,177,-22.1277,0.5628,0.2336,0.2037,-1,0,0,0.5874,0.6,0.4975,0
12/9/2023,ΑΓΙΣ,Καταμ Ταουν,Χέιστινγκς Γιουν.,1,2,92,-70.7781,0.5319,0.2322,0.2359,1,0,0,0.7694,-0.825,1.105,0
12/9/2023,ΠΟΛ1,Κρακοβία,Σταλ Μίελετς,0,2,55,8.3671,0.5775,0.2451,0.1774,0,0,0,0.6017,-0.3,0.733,0
12/9/2023,ΠΟΡ2,Λεϊσόες,Φεϊρένσε,0,2,135,-11.0437,0.482,0.2777,0.2403,0,0,0,1.1317,0,1.0891,0
12/9/2023,ΑΓΙΣ,Λέμινγκτον,Barwell,0,2,92,-64.1008,0.5212,0.2394,0.2394,1,0,0,0.4022,-0.9,1.2583,0
12/9/2023,ΠΟΛ2,Λέχια Γκντανσκ,Σχρόμπρι Γκλογκόβ,0,2,47,51.2084,0.6459,0.2167,0.1374,-1,0,0,0.5303,0.2,0.6433,0
12/9/2023,ΕΛΛ2,Μακεδονικός,ΑΕΚ Β',0,2,180,80.7762,0.5565,0.2469,0.1966,0,0,0,0.9587,0.2,0.7801,0
12/9/2023,ΙΤΑ2,Μπάρι 1908,Σουντιρόλ,0,2,48,50.2676,0.4756,0.3055,0.2188,-1,0,0,0.9919,0.4,0.9009,0
12/9/2023,ΑΓΓ1,Μπρίστολ Ρόβερς,Τσέλτεναμ,0,2,95,-2.5635,0.6032,0.2222,0.1746,0,0,0,0.7299,0.5,0.8458,0
12/9/2023,ΑΚΕΡ,Μπρόμλεϊ,Σλάου Τάουν,0,2,178,144.9023,0.6292,0.1914,0.1793,-1,0,0,0.8698,-0.2,0.4972,0
12/9/2023,ΒΤΝ1,Ναμ Ντινχ,Κονγκ Αν Νχαν Νταν,0,2,202,-89.0953,0.4973,0.2492,0.2534,0,0,0,1.6875,-0.4,1.5385,0
12/9/2023,ΑΓΓΤ,Νόριτς,Πρέστον,0,2,89,-7.4172,0.526,0.2568,0.2172,0,0,0,0.8488,0.6667,1.1609,0
12/9/2023,ΑΓΓ2,Νοτς Κάουντι,Γουόλσολ,1,2,88,258.4766,0.5529,0.2359,0.2112,-1,0,0,1.6189,0.7,1.4184,0
12/9/2023,ΑΚΕΡ,Ντάγκεναμ & Ρεντ,Πιτέρμπορο Σπόρτς,0,2,178,39.9814,0.594,0.2186,0.1874,0,0,0,1.1844,0.3,1.358,0
12/9/2023,ΝΑΦ1,Ορλάντο Πάιρετς,TS Γκάλαξι,0,2,107,155.6573,0.6077,0.2523,0.14,-1,0,0,1.2759,-0.45,0.396,0
12/9/2023,ΧΙΛ1,Ουνιβερσιτάδ ντε Τσίλε,Νουμπλένσε,0,2,20,-22.2567,0.5523,0.2461,0.2016,0,0,0,0.8737,0.9667,1.3962,0
12/9/2023,ΠΟΡ2,Πάσος Φερέιρα,Πεναφιέλ,0,2,135,26.3131,0.4998,0.2756,0.2246,0,0,0,0.5163,-0.4,0.9929,0
12/9/2023,ΑΓΓ1,Πιτέρμπορο,Όξφορντ,0,2,95,37.8674,0.5137,0.2468,0.2395,0,0,0,3.6832,1.15,2.2047,0
12/9/2023,ΡΟΥ1,Ραπίντ Βουκουρεστίου,Βολουντάρι,1,2,52,37.3069,0.5583,0.2448,0.1968,0,0,0,0.6995,-0.5,0.6383,0
12/9/2023,ΙΣΠ2,Ρεάλ Βαγιαδολίδ,Αμορεμπιέτα,0,2,42,30.762,0.6307,0.2235,0.1458,0,0,0,1.3885,1.1,1.3223,0
12/9/2023,ΙΣΠ3,Ρεάλ Εσπανιόλ Β,SE Πένια Ιντεπεντέντ,0,2,49,49.0992,0.532,0.2807,0.1873,0,0,0,3.8065,0.6333,2.3301,0
12/9/2023,ΙΤΑ2,Σαμπντόρια,Λέκκο,0,2,48,-49.9287,0.5308,0.2651,0.2041,0,0,0,1.288,0.5,1.5842,0
12/9/2023,ΤΟΥ1,Σάμσουνσπορ,Κασίμπασα,0,2,18,71.9359,0.5244,0.2343,0.2413,0,0,0,0.8159,-0.6,0.6211,0
12/9/2023,ΒΕΛ1,Σεντ Τρούιντεν,Λέουβεν,0,2,24,81.5546,0.5353,0.2424,0.2223,-1,0,0,0.7877,0.5,0.964,0
12/9/2023,ΙΝΠΛ,Σεπαχάν,Μες Ραφσανγιάν,0,2,113,79.411,0.623,0.2314,0.1456,0,0,0,2.9528,1.5,1.1111,0
12/9/2023,ΑΛΓ1,Σετίφ,Μπίσκρα,0,2,98,106.2563,0.6552,0.2159,0.1289,-1,0,0,1.1749,0.3,0.8791,0
12/9/2023,ΑΥΣΛ,Σίδνεϊ,Μακάρθουρ FC,1,2,12,-4.8306,0.607,0.1965,0.1965,0,0,0,1.0481,0.1,0.9357,0
12/9/2023,ΤΣΧ1,Σλόβαν Λίμπερετς,Φάσταβ Ζλιν,0,2,63,95.1393,0.6185,0.22,0.1615,-1,0,0,0.7969,0.4,0.4478,0
12/9/2023,ΙΤΑ2,Τερνάνα,Φεραλπισάλο,0,2,48,-17.781,0.5261,0.2626,0.2112,0,0,0,0.7643,0.2,0.9924,0
12/9/2023,ΙΤΑ3,Τζιουλιάνο Κάλτσιο,Μοντερόσι,0,2,43,65.2583,0.4847,0.2702,0.245,-1,0,0,1.0048,0.6,0.596,0
12/9/2023,ΑΓΓ1,Τσάρλτον,Κέμπριτζ,0,2,95,91.7146,0.576,0.2332,0.1908,0,0,0,1.4173,0.5,0.9924,0
12/9/2023,ΑΒΠΛ,Χάιντ Γιουνάιτεντ,Μπάμπερ Μπριτζ,0,2,93,-9.0378,0.5066,0.2397,0.2537,0,0,0,0.6887,-0.1,0.5882,0
12/9/2023,ΓΕΡ1,Χαϊντενχάιμ,Ντάρμσταντ,0,2,74,8.994,0.5257,0.2454,0.2288,0,0,0,0.5436,1,0.9129,0
12/9/2023,ΙΣΡ,Χάποελ Τελ Αβίβ,Χάποελ Χαντέρα,0,2,62,-43.946,0.5313,0.262,0.2067,0,0,0,0.6018,-0.1,0.8075,0
12/9/2023,ΓΕΡΛ,Χέσσεν Κασσέλ,Άαλεν,0,2,17,-0.7487,0.4973,0.2492,0.2534,1,0,0,1.0853,0.1,1.3187,0
12/9/2023,ΑΛΓ1,US Σουφ,Σαούρα,1,2,98,-158.2482,0.3099,0.3038,0.3863,1,0,0,1.0509,0.2,3.0631,0
12/9/2023,ΚΥΠ1,ΑΕΚ Λάρνακας,Άρης Λεμεσού,0,2,71,-88.1069,0.3152,0.2918,0.393,1,0,0,1.1361,-0.3,1.0744,0
12/9/2023,ΣΚΩ1,Αννάν Αθλέτικ,Κόουβ Ρέιντζερς,1,2,132,-79.0118,0.278,0.2472,0.4747,0,0,0,1.4011,0.8,1.1712,0
12/9/2023,ΑΥΣ1,Αούστρια Κλάγκενφουρτ,Αούστρια Βιέννης,0,2,45,-114.6042,0.2633,0.2592,0.4775,0,0,0,1.0567,-0.1,1.5873,0
12/9/2023,ΣΚΩΤ,Αρμπρόουθ,Μόρτον,1,2,134,-62.0216,0.3365,0.2841,0.3794,1,0,0,0.3563,-1.1,1.7557,0
12/9/2023,ΙΤΑ3,Αταλάντα Β,Πάντοβα,1,2,43,-131.8147,0.2783,0.3074,0.4143,1,0,0,1.4256,-0.7571,1.2346,0
12/9/2023,ΙΤΑ1,Βερόνα,Λάτσιο,0,2,39,-280.5029,0.213,0.2747,0.5123,2,0,0,1.2623,-0.2,2.2951,0
12/9/2023,ΑΚΕΡ,Γουέλινγκ Γιουν.,Μπράκλι Τάουν,0,2,178,-82.9003,0.2664,0.2664,0.4672,0,0,0,2.0458,0.5,2.963,0
12/9/2023,ΑΓΓΤ,Γουότφορντ,Σαουθάμπτον,0,2,89,-127.0546,0.3313,0.275,0.3937,1,0,0,1.6193,0.1,1.2871,0
12/9/2023,ΣΛΟ1,Ζελεζιάρνε Ποντμπρεζόβα,Σλόβαν Μπρατισλάβας,1,2,133,-231.0261,0.2889,0.2489,0.4622,1,0,0,2.2757,-0.6,1.9753,0
12/9/2023,ΒΕΛ2,Κλαμπ Μπριζ Β,Άντερλεχτ Φιούτσιουρς,1,2,78,-115.1301,0.2904,0.2564,0.4532,1,0,0,0.6374,-0.8,1.2583,0
12/9/2023,ΙΣΠ4,Κόρδοβα,Καστεγιόν,0,2,163,-13.1542,0.3335,0.2813,0.3852,0,0,0,1.0719,-0.4,0.916,0
12/9/2023,ΑΓΓΤ,ΚΠΡ,Χαλ,0,2,89,-91.9443,0.3162,0.29,0.3938,0,0,0,1.1053,-0.1,1.1712,0
12/9/2023,ΑΓΓ1,Λέιτον Όριεντ,Ντέρμπι,1,2,95,-67.1884,0.2507,0.2671,0.4822,1,0,0,0.8799,-1.1,0.8108,0
12/9/2023,ΣΚΩΠ,Λίβινγκστον,Χιμπέρνιαν,1,2,41,-138.7412,0.2405,0.2817,0.4778,1,0,0,0.1918,-0.8,1.1921,0
12/9/2023,ΒΕΛ2,Λίρσε Κεμπενζόνεν,Ζούλτε Βάρεγκεμ,1,2,78,35.5895,0.2421,0.2273,0.5306,0,0,0,1.0011,-0.1,1.0526,0
12/9/2023,ΑΓΙΣ,Λονγ Ιτον Γιουν.,Μπέρκαμστεντ,0,2,92,42.5869,0.221,0.2145,0.5645,0,0,0,0.3788,0.6667,0.3736,0
12/9/2023,ΓΑΛΚ,Λυών Ντουσέρ,Εβιάν Τονόν Γκαϊγιάρντ,0,2,145,-23.8157,0.3364,0.285,0.3786,0,0,1.5,0.9627,0.2,1.4876,-1.5
12/9/2023,ΕΛΒ1,Λωζάνη,Σερβέτ,0,2,26,-116.7885,0.3254,0.2591,0.4155,1,0,0,1.2009,-0.6,1.2977,0
12/9/2023,ΑΓΙΣ,Μαργκέιτ,Καρσχάλτον,1,2,92,-50.9956,0.3379,0.265,0.3971,0,0,0,0.4585,-0.4,0.724,0
12/9/2023,ΙΤΑ3,Μεσίνα,Κατάνια,0,2,43,-85.0741,0.1929,0.2585,0.5486,1,0,0,0.7287,-0.5,1.2613,0
12/9/2023,ΑΚΕΡ,Μπαθ Σίτι,Μπόρεχαμ Γουντ,0,2,178,-105.5155,0.3118,0.2803,0.408,-1,0,0,0.7732,0.4,0.7735,0
12/9/2023,ΑΒΠΛ,Μπάσφορντ Γιουν.,Άστον,1,2,93,-44.5701,0.3037,0.2639,0.4323,0,0,0,0.5047,-0.8,0.597,0
12/9/2023,ΠΟΡ2,Μπενφίκα Β',Νασιονάλ Μαδέιρα,0,2,135,-114.9552,0.32,0.2738,0.4062,1,0,0,1.1415,-0.5,1.4286,0
12/9/2023,ΑΓΓ1,Μπέρτον,Στίβενεϊτζ,1,2,95,-49.2709,0.2818,0.2725,0.4458,1,0,0,0.7459,-0.9,1.2214,0
12/9/2023,ΤΟΥ1,Μπεσίκτας,Φενερμπαχτσέ,1,2,18,-24.5801,0.2309,0.2444,0.5247,0,0,0,0.7259,-0.9,0.7735,0
12/9/2023,ΣΚΩ2,Μπόνιριγκ Ρόουζ,Πίτερχεντ,0,2,124,19.0903,0.2953,0.2612,0.4435,0,0,0,0.8257,-0.4,1.0687,0
12/9/2023,ΑΓΝΝ,Ντάρτφορντ,Γέοβιλ Τάουν,0,2,128,53.9098,0.3333,0.263,0.4037,1,0,0,1.2997,0.5,1.1111,0
12/9/2023,ΧΙΛ1,Ντεπόρτες Κοπιαπό,Έβερτον Ντε Βίνα,0,2,20,24.699,0.3354,0.2645,0.4001,0,0,0,0.7637,-0.4,0.7634,0
12/9/2023,ΑΚΕΡ,Ντόρκινγκ Γουόντερερς,Μεϊντενχέντ Γιουν.,0,2,178,32.6219,0.2712,0.2534,0.4755,-2,0,0,0.869,0.2,0.8075,0
12/9/2023,ΧΙΛ1,Ο Χίγκινς,Παλεστίνο,1,2,20,3.9714,0.3217,0.273,0.4053,0,0,0,0.7339,0,0.6283,0
12/9/2023,ΑΚΕΡ,Όξφορντ Σίτι,Τσέλμσφορντ Σίτι,1,2,178,-13.5486,0.3254,0.2575,0.4171,0,0,0,1.1341,0.3,1.4504,0
12/9/2023,ΝΑΦ1,Πολοκβάνε Σίτι,Κάιζερ Τσιφς,1,2,107,-190.5182,0.2955,0.3134,0.3911,2,0,0,0.4466,-0.9,1.3514,0
12/9/2023,ΓΑΛ1,Ρεν,Μονακό,1,2,67,-81.514,0.3453,0.2576,0.397,0,0,0,0.7381,-0.4,0.7018,0
12/9/2023,ΑΓΓΤ,Ρόδεραμ,Σουόνσι,1,2,89,-124.3652,0.2986,0.2748,0.4266,1,0,0,0.5079,-1,1.2057,0
12/9/2023,ΒΕΛ1,Σερκλ Μπριζ,Αντβέρπ,1,2,24,-147.2688,0.3367,0.2774,0.3858,1,0,0,1.7193,-0.6,1.3187,0
12/9/2023,ΙΤΑ3,Σπαλ,Βίρτους Εντέλα,0,2,43,-162.7693,0.3066,0.3319,0.3615,1,0,0,0.6237,-0.7,1.358,0
12/9/2023,ΓΑΛΚ,Σταντ Μπριοσέν,Λες Χέρμπιερς,1,2,145,29.2417,0.2653,0.2844,0.4503,-1,0,0,0.5801,-0.0286,0.6468,0
12/9/2023,ΠΟΡ2,Τοντέλα,Σάντα Κλάρα,1,2,135,45.4182,0.3045,0.2989,0.3965,-1,0,0,1.9229,0.5,1.1111,0
12/9/2023,ΑΓΓΤ,Χάντερσφιλντ,Μπρίστολ Σίτι,0,2,89,-32.1598,0.3272,0.3044,0.3684,0,0,0,1.2144,0.1,1.0891,0
12/9/2023,ΤΣΧ1,Χράντετς Κράλοβε,Μπάνικ Οστράβα,1,2,63,-1.4747,0.2686,0.2778,0.4536,1,0,0,0.6518,0,0.9901,0
12/10/2023,ΙΣΠ1,Ατλέτικο Μαδρίτης,Αλμερία,0,2,3,275.7522,0.8291,0.1079,0.063,-2,0,0,1.195,1.1,0.559,0
12/10/2023,ΝΟΡ1,Βαλερένγκα,Κρίστιανσουντ,1,2,69,71.8894,0.6572,0.1998,0.143,1,0,0,0.7252,-1.2,1.0687,0
12/10/2023,ΤΣΧ1,Βικτόρια Πλζεν,Σέσκε Μπουντεγιόβιτσε,0,2,63,202.113,0.8004,0.1176,0.0821,-2,0,0,0.9354,0.4,0.9272,0
12/10/2023,ΠΟΛ2,Βίσλα Κρακοβίας,Γκόρνικ Λέτζνα,0,2,47,21.8672,0.7093,0.168,0.1227,0,0,0,1.4146,0.9,0.9091,0
12/10/2023,ΤΟΥ2,Εγιουπσπόρ,Σανλιούρφασπορ,0,2,38,94.2163,0.862,0.0916,0.0464,-1,0,0,1.3036,1,0.6077,0
12/10/2023,ΜΕΞ1,Κλαμπ Αμέρικα,Ατλέτικο Σαν Λουίς,1,2,14,230.8109,0.6724,0.1894,0.1381,-1,0,0,1.2475,1,0.3315,0
12/10/2023,ΙΣΠ4,Λα Κορούνια,Σεστάο Ρίβερ,0,2,163,73.7102,0.7238,0.1805,0.0957,-1,0,0,0.7972,-0.3,0.3974,0
12/10/2023,ΙΤΑ3,Λουκέζε,Φερμάνα,0,2,43,77.1571,0.6759,0.2058,0.1183,0,0,0,0.4398,0.2,0.8075,0
12/10/2023,ΤΟΥ2,Μανίσα,Αντάνασπορ Α.Σ.,0,2,38,-10.4951,0.6845,0.1909,0.1246,1,0,0,1.2521,0.1,1.145,0
12/10/2023,ΠΟΡ2,Μαρίτιμο,Vilaverdense,0,2,135,12.2118,0.6855,0.1921,0.1224,0,0,0,1.2922,1.2,0.9938,0
12/10/2023,ΙΣΠ1,Μπαρτσελόνα,Χιρόνα,1,2,3,153.066,0.6682,0.1745,0.1573,0,0,0,0.769,-1.5,0.6107,0
12/10/2023,ΙΤΑ3,Περούτζια,Βις Πεζάρο 1898,0,2,43,112.0647,0.7068,0.1877,0.1054,-1,0,0,1.093,0.4,0.6306,0
12/10/2023,ΚΡΟ1,Ριέκα,Σλάβεν Μπελούπο,1,2,174,104.8693,0.7937,0.131,0.0754,-1,0,0,0.8458,0.5,0.4255,0
12/10/2023,ΤΣΧ1,Σλάβια Πράγας,Μλάντα Μπόλεσλαβ,0,2,63,347.9514,0.8226,0.115,0.0624,-1,0,0,1.0091,-0.1429,0.3213,0
12/10/2023,ΙΝΔΙ,Τσέρτσιλ Μπράδερς,Νερόκα,0,2,434,21.0883,0.7388,0.1508,0.1104,0,0,0,0.3532,-0.125,0.5976,0
12/10/2023,ΠΟΛ1,LKS Λoτζ,Λέγκια Βαρσοβίας,0,2,55,-242.4907,0.1605,0.2128,0.6267,1,0,0,0.6326,-0.6,1.9835,0
12/10/2023,ΓΑΛΚ,Εντέντ SSG,AS Φουριάνι Αγκλιάνι,0,2,145,-74.2334,0.0791,0.1389,0.782,2,0,0,72.3591,-0.9,210,0
12/10/2023,ΒΕΛ1,Έουπεν,Γκενκ,1,2,24,-248.5728,0.1337,0.1698,0.6965,1,0,0,0.4409,-1.6,2.2523,0
12/10/2023,ΚΥΠ1,Καρμιώτισσα Πολεμιδιών,Πάφος,0,2,71,-166.1218,0.0837,0.1352,0.7811,1,0,0,1.7838,-0.8,1.9718,0
12/10/2023,ΣΚΩΠ,Κιλμάρνοκ,Σέλτικ,0,2,41,-306.6409,0.1169,0.1695,0.7136,1,0,0,0.8102,-1.2,0.687,0
12/10/2023,ΑΓΓΠ,Λούτον,Μάντσεστερ Σίτι,1,2,76,-350.3488,0.064,0.1261,0.8099,1,0,0,1.2046,-1.4,1.2613,0
12/10/2023,ΒΕΛ1,Μαλίν,Κλαμπ Μπριζ,0,2,24,-120.6107,0.1513,0.2153,0.6335,1,0,0,1.9094,-1.2,3.1373,0
12/10/2023,ΙΣΡ,Μπνέι Σακνίν,Μακάμπι Τελ Αβίβ,1,2,62,-278.7687,0.0894,0.1499,0.7607,0,0,0,1.7914,-0.2,1.2346,0
12/10/2023,ΒΕΛ1,Σαρλερουά,Ουνιόν Σεντ Ζιλουάζ,1,2,24,-42.9365,0.1968,0.2285,0.5748,1,0,0,1.6118,-0.4,2.1978,0
12/10/2023,ΙΝΔΙ,Τρο,Ίντερ Κάσι,0,2,434,-87.9762,0.1405,0.1516,0.7079,1,0,0,0.1961,-1.2698,1.3068,0
12/10/2023,ΙΣΠ3,CE Μανρέσα,Λα Νούσια,0,2,49,9.0035,0.396,0.3255,0.2785,0,0,0,0.4676,-0.3,0.6623,0
12/10/2023,ΠΟΡ2,OS Μπελενένσες,Ολιβεϊρένσε,0,2,135,31.0848,0.4376,0.269,0.2934,1,0,0,0.6461,-0.4,0.9317,0
12/10/2023,ΕΛΒ2,Ααράου,Βιλ 1900,0,2,73,33.1306,0.4752,0.2558,0.269,-1,0,0,1.2848,1,1.1696,0
12/10/2023,ΑΥΣΛ,Αντελάιντ Γιουνάιτεντ,Μπρισμπέιν Ρόαρ,1,2,12,60.114,0.4308,0.2406,0.3286,0,0,0,1.2655,0.5,1.1602,0
12/10/2023,ΠΟΡΤ,Αρούκα,Ρίο Άβε,0,2,119,37.0422,0.445,0.2961,0.2589,-1,0,0,0.6168,-0.5,0.4636,0
12/10/2023,ΚΟΛ1,Ατλέτικο Τζούνιορ,Ιντεπ. Μεντεγίν,0,2,34,-56.6801,0.4715,0.2879,0.2405,0,0,0,2.6309,0.1,1.5493,0
12/10/2023,ΟΛΛ1,Γκόου Αχέντ Ιγκλς,Ουτρέχτη,1,2,36,-93.7089,0.4032,0.2676,0.3292,1,0,0,0.9589,-0.3,0.8511,0
12/10/2023,ΑΥΣΛ,Γουέστερν Σίδνεϊ Γουόντερερς,Μέλμπουρν Βίκτορι,1,2,12,22.2838,0.3783,0.2645,0.3571,-1,0,0,1.3149,-0.1,0.6612,0
12/10/2023,ΠΟΡΤ,Εστρέλα,Μποαβίστα,0,2,119,138.8367,0.4332,0.2712,0.2956,-1,0,0,0.6871,0.1,0.3791,0
12/10/2023,ΙΣΗΜ,Ιντεπεντιέντε Ντελ Βάλε,Λίγκα Ντέπ. Ουν. Κίτο,0,2,99,-207.9773,0.4124,0.291,0.2966,1,0,0,2.2584,-0.3333,2.6144,0
12/10/2023,ΙΣΠ4,Ίντερσιτι,Σέουτα,0,2,163,11.4956,0.33,0.3109,0.3591,0,0,0,0.6631,-0.6,0.9917,0
12/10/2023,ΕΛΛ2,Καλλιθέα,Καλαμάτα,0,2,180,61.7145,0.4277,0.3037,0.2686,-1,0,0,1.8272,0,0.989,0
12/10/2023,ΙΣΠ1,Κάντιθ,Οσασούνα,0,2,3,-90.2843,0.3456,0.3088,0.3456,1,0,0,0.3544,-0.7,0.5525,0
12/10/2023,ΡΟΥ1,Κλουζ,FCSB,0,2,52,131.9235,0.4574,0.2945,0.2481,1,0,0,0.5478,-0.175,0.873,0
12/10/2023,ΓΕΡ1,Κολωνία,Μάιντζ,0,2,74,-84.4448,0.3558,0.2778,0.3663,0,0,0,1.1769,-0.1,1.0811,0
12/10/2023,ΙΤΑ2,Κόμο,Μόντενα,0,2,48,-63.9341,0.4288,0.2955,0.2757,0,0,0,1.2346,0,1.2346,0
12/10/2023,ΒΤΝ1,Κουάνγκ Ναμ,Χονγκ Λινχ Χα Τινχ,0,2,202,31.5602,0.4392,0.2548,0.3059,-1,0,0,0.906,0.2,0.5759,0
12/10/2023,ΟΥΡ1,Λίβερπουλ Μοντεβιδέο,Πενιαρόλ,0,2,46,8.1876,0.3695,0.2983,0.3323,-1,0,0,1.9671,0.6,0.6593,0
12/10/2023,ΙΣΠ4,Λινάρες,Ουέλβα,1,2,163,0.9573,0.3876,0.2957,0.3167,0,0,0,0.8812,-0.1,1.3187,0
12/10/2023,ΙΣΠ4,Λούγκο,Μπαρτσελόνα Β',0,2,163,-128.5831,0.4132,0.2854,0.3015,0,0,0,1.0919,-0.7,0.5941,0
12/10/2023,ΙΣΠ3,Μαρμπέλα,Γιεκλάνο Ντεπορτίβο,1,2,49,-39.3713,0.4324,0.3124,0.2551,0,0,0,1.6938,1.1,0.7634,0
12/10/2023,ΠΟΡ2,Μάφρα,Ακαντέμικα Βίσεου,0,2,135,-59.4183,0.4062,0.2834,0.3104,0,0,0,0.8731,-0.2,0.687,0
12/10/2023,ΙΣΠ3,Μενορ Κλαμπ Ντε Φουτμπολ,Ελ Πάλο,0,2,49,-54.441,0.437,0.3037,0.2593,0,0,0,0.9982,0.1,1.3861,0
12/10/2023,ΙΤΑ1,Μόντζα,Τζένοα,0,2,39,15.9288,0.4308,0.2986,0.2706,-1,0,0,1.9044,0.5,1.1111,0
12/10/2023,ΣΛΝ1,Μούρα,Ντομζάλε,0,2,32,23.6938,0.3617,0.2798,0.3585,0,0,0,1.1519,-0.6,0.8911,0
12/10/2023,ΙΣΠ3,Μπανταλόνα Φιούτουρ S.A.D.,CE Γιουρόπα,0,2,49,-10.9424,0.3632,0.3002,0.3367,1,0,0,1.321,-0.7,1.3115,0
12/10/2023,ΒΕΛ2,Μπεερσχότ Βιλρίτζκ,Ντέινζ,1,2,78,-47.8896,0.4193,0.2619,0.3188,0,0,0,1.0624,-0.6,0.8609,0
12/10/2023,ΙΤΑ3,Μπενεβέντο,AS Αβελίνο,1,2,43,-21.8959,0.406,0.3097,0.2843,1,0,0,1.3721,-0.5,1.358,0
12/10/2023,ΑΥΣ1,Μπλάου Βάις Λιντς,WSG Τιρόλ,1,2,45,195.1047,0.4394,0.2707,0.2899,-1,0,0,0.7783,1.1,0.559,0
12/10/2023,ΙΣΠ3,Ναβαλκαρνέρο,Σαν Φερνάντο,1,2,49,-32.3711,0.4554,0.3109,0.2337,1,0,0,0.5811,-0.4,0.7853,0
12/10/2023,ΣΛΟ1,Ντουνάισκα Στρέντα,Τρεντσίν,0,2,133,263.4827,0.4535,0.264,0.2825,-2,0,0,1.1234,1.1,0.663,0
12/10/2023,ΠΟΛ2,Όντρα Οπόλε,Σταλ Ρζέσζοβ,0,2,47,-86.8729,0.4415,0.2749,0.2837,0,0,0,0.7858,-0.5,0.7801,0
12/10/2023,ΙΣΠ2,Ουέσκα,Ράθινγκ Ντε Φερόλ,0,2,42,-66.2997,0.433,0.3243,0.2427,1,0,0,0.9755,-0.7,0.6173,0
12/10/2023,ΙΣΠ4,Ράγιο Μαχαδαόντα,Αρεντέιρο,0,2,163,-143.1431,0.367,0.3072,0.3258,1,0,0,1.1015,-0.4,1.6484,0
12/10/2023,ΙΣΠ3,Ρεαλ Βαγιαδολιδ Β',Λάνγκρεο,0,2,49,16.7389,0.4104,0.3004,0.2891,0,0,0,0.6929,-0.6,0.6107,0
12/10/2023,ΙΣΠ4,Ρεάλ Μούρθια,Αντεκουέρα,1,2,163,73.5858,0.3667,0.3104,0.3229,0,0,0,0.4189,-0.8,0.4771,0
12/10/2023,ΙΣΠ3,Ρέαλ Μπαλομπέντικα Λινένσε,Οριχουέλα,0,2,49,47.3909,0.4713,0.2986,0.23,1,0,0,0.5723,-0.4,1.0638,0
