MatchDate,League,HomeTeam,AwayTeam,Label,SeasonPhase,LeagueId,EloDiff,ProbHome,ProbDraw,ProbAway,RankDifference,HomeCleanSheetRatio,AwayFTSRatio,AttackVsDefense,TotalScoringPotential,TotalDefensiveWeakness,DefenseVsAttack
12/8/2023,ΗΑΕ1,Αλ Γουάντα Άμπου Ντάμπι,Αλ Γουάσλ,0,2,106,47.2488,0.3509,0.2615,0.3876,0,0,0,1.6962,-0.4,0.7207,0
12/8/2023,ΒΕΛ2,Γκενκ Β',Πάτρο Μαασμέχελεν,1,2,78,-109.1387,0.3394,0.262,0.3986,1,0,0,0.7958,0.2222,1.5633,0
12/8/2023,ΟΚΡΝ,Ζιτομίρ,Ντνίπρο-1,0,2,59,-139.908,0.326,0.3042,0.3698,0,0,0,1.721,-0.4,0.687,0
12/8/2023,ΒΙΡΛ,Κάρικ Ρέιντζερς,Κρουσέιντερς,1,2,121,-233.3281,0.2123,0.2388,0.5489,1,0,0,0.7185,-0.4,1.3245,0
12/8/2023,ΚΡΟ1,Λοκομοτίβα Ζάγκρεμπ,Χάιντουκ,0,2,174,-177.3772,0.2095,0.2488,0.5417,2,0,0,1.5526,-0.5,2.3529,0
12/8/2023,ΜΑΡΟ,Μας Μαγκρέμπ,ΦΑΡ Ραμπάτ,1,2,27,-204.3677,0.2577,0.3074,0.4349,2,0,0,0.879,-0.7,1.0891,0
12/8/2023,ΓΑΛ1,Μονπελιέ,Λανς,0,2,67,-198.4667,0.2607,0.269,0.4703,2,0,0,0.7678,-0.7,1.4851,0
12/8/2023,ΟΛΛ2,Ντεν Χάαγκ,Βίλεμ,0,2,83,-62.8201,0.3507,0.27,0.3794,1,0,0,3.5707,-0.6,2.2951,0
12/8/2023,ΧΙΛ1,Ουνιόν Εσπανιόλα,Κομπρεσάλ,0,2,20,-48.0958,0.2925,0.2621,0.4453,0,0,0,0.9325,-0.7,0.9317,0
12/8/2023,ΙΝΠΛ,Πεϊκάν,Ζομπαχάν,0,2,113,-33.1077,0.2476,0.3503,0.402,1,0,0,0.4921,-0.4,1.1111,0
12/8/2023,ΙΤΑ3,Περγκολετέζε 1932,Βεκόμπ Βερόνα,0,2,43,-10.7842,0.3357,0.2949,0.3694,1,0,0,0.7173,-0.1,1.2057,0
12/8/2023,ΟΥΡ1,Πλάζα Κολονία,Μπόστον Ρίβερ,0,2,46,-3.6139,0.3286,0.2932,0.3782,-1,0,0,0.6838,-0.1,0.916,0
12/8/2023,ΠΟΛ1,Ρουχ Χορζόφ,Ζαγκλέμπιε Λούμπιν,0,2,55,90.1813,0.2984,0.2479,0.4537,0,0,0,0.7802,1.1,0.8597,0
12/8/2023,ΒΕΛ2,Σερένγκ,Λόμελ Γιουν.,0,2,78,-23.1854,0.2915,0.2665,0.442,1,0,0,0.6066,-0.7,1.3475,0
12/8/2023,ΙΤΑ3,Φιορενζουόλα,Ούνιον Αρζινιανοτσιάμπο,0,2,43,-137.5813,0.2803,0.2959,0.4237,1,0,0,0.585,-0.2,1.3223,0
12/8/2023,ΟΛΛ2,ΦΚ Αϊντχόφεν,Έμεν,0,2,83,-90.1427,0.3058,0.2618,0.4324,0,0,0,1.0348,0.1,1.0687,0
12/8/2023,ΒΤΝ1,Χοάνγκ Αν Για Λάι,Βιέττελ,1,2,202,39.1564,0.2552,0.3004,0.4444,1,0,0,1.2357,0.55,1.7822,0
12/9/2023,ΒΙΡΛ,Coleraine,Λούγκχαλ,0,2,121,-9.4913,0.6777,0.1943,0.1279,-1,0,0,0.4721,-0.5,0.239,0
12/9/2023,ΟΛΛ1,Άγιαξ,Σπάρτα Ρότερνταμ,0,2,36,101.641,0.7129,0.1628,0.1243,0,0,0,1.9144,0.6,1.7355,0
12/9/2023,ΚΥΠ1,ΑΕΛ Λεμεσού,Δόξα Κατωκοπιάς,0,2,71,65.8326,0.6784,0.1885,0.133,0,0,0,0.3762,0.3143,0.924,0
12/9/2023,ΙΣΠ3,Αθλέτικ Μπιλμπάο Β,Ρεάλ Σοσιεδάδ Γ',0,2,49,20.7338,0.6758,0.208,0.1162,1,0,0,2.1153,0.5,1.358,0
12/9/2023,ΚΑΤΛ,Αλ Γκαράφα,Αλ Σαμάλ,0,2,70,205.4132,0.6985,0.1653,0.1362,-2,0,0,0.9855,1.1,0.6335,0
12/9/2023,ΟΛΛ1,Άλκμααρ,Άλμερε Σίτι,0,2,36,193.834,0.7961,0.1282,0.0757,1,0,0,0.9002,-0.8,0.4969,0
12/9/2023,ΚΥΠ1,ΑΠΟΕΛ,AEZ Ζακακίου,0,2,71,191.0691,0.8506,0.0946,0.0548,-2,0,0,0.7374,0.4,0.2985,0
12/9/2023,ΒΕΛ1,Γάνδη,RWD Μόλενμπικ 47,0,2,24,105.709,0.7948,0.1262,0.079,-1,0,0,2.8879,0.7,1.6901,0
12/9/2023,ΑΚΕΡ,Έμπσφλιτ Γιουν.,Μπίσοπς Στόρτφορντ,0,2,178,17.4994,0.7556,0.1464,0.098,0,0,0,0.7049,-0.3,0.5687,0
12/9/2023,ΙΤΑ1,Ίντερ,Ουντινέζε,0,2,39,250.8643,0.8,0.1303,0.0696,-2,0,0,1.3705,0.9,0.3546,0
12/9/2023,ΟΚΡΝ,Κρίβμπας,Ζόρια Λουγκάνσκ,0,2,59,-82.2395,0.7798,0.1575,0.0627,-1,0,0,0.7717,-0.1,0.5525,0
12/9/2023,ΑΓΓΤ,Λέστερ,Πλίμουθ,0,2,89,-24.1743,0.7874,0.1306,0.082,0,0,0,1.1832,-0.3,0.9091,0
12/9/2023,ΒΙΡΛ,Λίνφιλντ,Ντάνγκανον,0,2,121,325.0708,0.7329,0.1664,0.1007,-1,0,0,0.9817,0.5,0.5236,0
12/9/2023,ΓΑΛΚ,Μαρτίγκ,Ολιμπικ Αλε,1,2,145,80.9211,0.8059,0.1199,0.0742,-1,0,0,1.0705,0.3,0.5941,0
12/9/2023,ΝΟΡΚ,Μόλντε,Μπόντο Γκλιμτ,0,2,251,-94.298,0.9706,0.0237,0.0057,2,0,0,1.3888,-0.9,2.0792,0
12/9/2023,ΑΚΕΡ,Μπαρνέτ,Μεϊντστόουν Γιουν.,0,2,178,71.4805,0.6786,0.1767,0.1447,1,0,0,1.0373,-0.5,1.0891,0
12/9/2023,ΑΓΓ1,Μπλάκπουλ,Καρλάιλ,0,2,95,50.9803,0.6818,0.1942,0.1241,-1,0,0,1.0475,1.2857,0.6963,0
12/9/2023,ΤΟΥ2,Μποντρουμσπόρ,Τουζλασπόρ,0,2,38,67.6835,0.718,0.1714,0.1105,-1,0,0,1.2705,0.6,0.8264,0
12/9/2023,ΣΚΩΤ,Νταντί Γιουνάιτεντ,Έιρ,0,2,134,59.4482,0.753,0.152,0.095,-1,0,0,1.8514,1.3,0.8264,0
12/9/2023,ΚΡΟ1,Ντιναμό Ζάγκρεμπ,Ρούντες,0,2,174,209.9133,0.8876,0.0778,0.0346,-2,0,1,1.1377,0.9,0.6107,-1
12/9/2023,ΓΑΛ1,Παρί Σεν Ζερμέν,Ναντ,0,2,67,240.395,0.7671,0.1333,0.0996,-1,0,0,1.7894,1.6,0.6383,0
12/9/2023,ΙΝΠΛ,Περσέπολις,Χαβαντάρ,0,2,113,185.9902,0.738,0.1752,0.0868,-1,0,0,0.6994,0,0.4678,0
12/9/2023,ΙΤΑ3,Πεσκάρα,Όλμπια,0,2,43,172.2434,0.6619,0.1999,0.1382,-1,0,0,0.9502,1.1,0.442,0
12/9/2023,ΠΟΡΤ,Πόρτο,Κάζα Πία,0,2,119,325.438,0.7818,0.1422,0.0761,-2,0,0,1.5003,1.1,0.458,0
12/9/2023,ΜΑΡΟ,Ράζα Καζαμπλάνκα,Κλαμπ Ρενεσάνς Ζεμάμρα,0,2,27,157.6855,0.6912,0.204,0.1048,0,0,0,1.172,0,1.0891,0
12/9/2023,ΣΚΩΠ,Ρέιντζερς,Νταντί,0,2,41,237.5464,0.8817,0.0785,0.0398,-1,0,0,1.4702,0.5,0.3311,0
12/9/2023,ΤΟΥ2,Σακάριασπορ,Γκιρέσουνσπορ,0,2,38,116.5562,0.7534,0.1526,0.0941,-2,0,0,0.7998,0.9,0.5628,0
12/9/2023,ΑΚΕΡ,Σάουθεντ,Χάμπτον & Ρίτσμοντ,0,2,178,-18.1527,0.69,0.1768,0.1333,0,0,0,1.2275,-0.2,0.6612,0
12/9/2023,ΓΑΛΚ,Σεντ Πρίεστ,Ντόμερατ,0,2,145,-17.6385,0.7922,0.1289,0.0788,1,0,1.5,0,-1.2,0.8264,-1.5
12/9/2023,ΤΣΧ1,Σπάρτα Πράγας,Γιάμπλονετς,0,2,63,191.8567,0.7607,0.1467,0.0926,-1,0,0,1.0465,0.4,0.4678,0
12/9/2023,ΙΤΑ3,Τριεστίνα,Τζιάνα Ερμίνιο,0,2,43,43.8806,0.6557,0.2071,0.1372,-1,0,0,1.131,0.1,0.4348,0
12/9/2023,ΣΚΩ1,Φόλκερκ,Κέλτι Χαρτς,0,2,132,216.5438,0.7706,0.1411,0.0882,-2,0,0,1.584,1.3,0.7634,0
12/9/2023,ΒΕΛ2,SL16,Ντέντερ,1,2,78,22.7001,0.1544,0.206,0.6396,1,0,0,2.9904,0.2143,2.5761,0
12/9/2023,ΓΑΛΚ,Tαόν,Αμιάν,1,2,145,33.6787,0.0874,0.1485,0.764,0,0,0,0,-0.7,0.2364,0
12/9/2023,ΔΑΝΚ,ΑΒ Γκλαντσάξε,Νόρντζελαντ,1,2,221,-150.7406,0.0414,0.0785,0.8801,1,0,0,0.992,-0.5,1.7822,0
12/9/2023,ΓΕΡ1,Άιντραχτ Φρανκφούρτης,Μπάγερν Μονάχου,0,2,74,127.5773,0.1144,0.1596,0.726,1,0,0,1.7675,-1.0667,1.8972,0
12/9/2023,ΗΑΕ1,Αλ Ιττιχάντ Καλμπα,Aλ Αΐν,0,2,106,-40.9358,0.1825,0.1947,0.6228,1,0,0,1.2096,-0.275,1.2996,0
12/9/2023,ΣΚΩ1,Αλόα Αθλέτικ,Χάμιλτον,0,2,132,2.4927,0.1178,0.1755,0.7067,-1,0,0,1.1088,-1.1,0.916,0
12/9/2023,ΣΛΝ1,Αλουμίνι,Τσέλιε,1,2,32,-185.6058,0.1067,0.1666,0.7267,1,0,0,3.1039,-1,4.8387,0
12/9/2023,ΑΥΣ1,Αούστρια Λουστενάου,Λιντζ Λασκ,1,2,45,-43.4464,0.102,0.1615,0.7365,1,0,0,0.5152,-0.6222,1.6055,0
12/9/2023,ΠΟΡΤ,Γκιμαράες,Σπόρτινγκ Λισαβόνας,0,2,119,-199.8536,0.182,0.2357,0.5822,2,0,0,1.5349,-0.1,1.5842,0
12/9/2023,ΣΚΩ1,Εδιμβούργο,Στέρλινγκ Άλμπιον,1,2,132,-34.8784,0.0908,0.1454,0.7638,1,0,0,1.0296,0.2,1.5267,0
12/9/2023,ΗΑΕ1,Κορ Φακάν,Αλ Νασρ Ντουμπάι,0,2,106,39.5222,0.1592,0.1866,0.6542,0,0,0,1.0846,0.2667,1.0352,0
12/9/2023,ΑΓΓΠ,Κρίσταλ Πάλας,Λίβερπουλ,1,2,76,-216.7692,0.1261,0.1829,0.691,1,0,0,1.5388,-1,1.8519,0
12/9/2023,ΣΚΩΠ,Μάδεργουελ,Σεντ Τζόνστον,0,2,41,1.707,0.0285,0.1473,0.8242,1,0,0,0.9582,0.6,1.5603,0
12/9/2023,ΑΓΓ2,Μόρκαμ,Στόκπορτ,0,2,88,-140.5389,0.1909,0.2404,0.5686,0,0,0,1.3246,-0.2,1.3475,0
12/9/2023,ΙΣΠ1,Μπέτις,Ρεάλ Μαδρίτης,0,2,3,-206.2775,0.1865,0.2306,0.5829,0,0,0,2.823,0.1,0.8642,0
12/9/2023,ΑΓΓΤ,Μπλάκμπερν,Λιντς,1,2,89,-122.3458,0.2154,0.2241,0.5605,0,0,0,0.9011,0.1571,0.677,0
12/9/2023,ΓΕΡ2,Όσναμπρικ,Σαν Πάουλι,0,2,64,-128.5585,0.1049,0.1827,0.7124,1,0,0,0.3916,-1.4,1.2583,0
12/9/2023,ΕΛΛ2,Παναχαϊκή,Ολυμπιακός Β',0,2,180,-73.1172,0.1323,0.2653,0.6024,2,0,0,1.3167,-0.9,2.1127,0
12/9/2023,ΙΤΑ3,Ρεκαναντέζε ASD,Τσεζένα,1,2,43,-153.5057,0.1452,0.2082,0.6466,1,0,0,3.561,0.3,2.1569,0
12/9/2023,ΓΑΛΚ,Ρεμς Σαιντ-Αννέ,Ντινκέρκ,0,2,145,27.2611,0.123,0.151,0.726,-2,0,0,1.1601,2.3,0.995,0
12/9/2023,ΓΑΛΚ,Σαμπερί,Γκρενόμπλ,0,2,145,16.7872,0.043,0.0886,0.8684,0,0,0,1.3801,1.8,1.9337,0
12/9/2023,ΓΑΛΚ,Σεντ Φίλμπερτ Γκραντλιέ,Λαβάλ,1,2,145,50.8656,0.0206,0.0441,0.9353,-1,0,0,2.0523,0.8,0,0
12/9/2023,ΔΑΝΚ,Σίλκεμποργκ,Κοπεγχάγη,1,2,221,-118.475,0.195,0.2202,0.5848,0,0,0,1.13,-0.2,1.157,0
12/9/2023,ΙΝΠΛ,Φουλάντ Κουζεστάν,Εστεγκχλάλ Τεχεράνης,0,2,113,-164.782,0.1645,0.2825,0.553,1,0,0,1.2632,-1.1,1.4085,0
12/9/2023,ΗΑΕ1,Χάττα,Αλ Σάρζα,1,2,106,-276.7867,0.0409,0.0909,0.8683,1,0,0,0.8912,-0.6,1.2766,0
12/9/2023,ΙΣΠ3,Aguilas,Ρεάλ Μπέτις Β,0,2,49,25.8402,0.4609,0.305,0.234,-1,0,0,1.2443,-0.1,0.3086,0
12/9/2023,ΒΙΡΛ,Cliftonville,Γκλεντόραν,0,2,121,-124.064,0.4132,0.2854,0.3015,0,0,0,3.844,-0.7,1.4006,0
12/9/2023,ΓΑΛΚ,US Κεβιγί,Ντιζόν,0,2,145,20.3641,0.457,0.2738,0.2691,1,0,0,1.2352,-0.1,1.5842,0
12/9/2023,ΑΓΓ2,Άκρινγκτον,Ντονκάστερ,0,2,88,-13.1416,0.4084,0.2669,0.3247,0,0,0,1.0295,-0.4,1.0687,0
12/9/2023,ΙΣΠ4,Αλκογιάνο,Ατλέτικο Μαδρίτης Β',1,2,163,1.9448,0.4237,0.2959,0.2803,0,0,0,0.7114,-1.1,0.4965,0
12/9/2023,ΣΚΩΠ,Αμπερντίν,Χαρτς,0,2,41,-4.9683,0.394,0.2767,0.3293,0,0,0,0.7365,-0.4,1.2214,0
12/9/2023,ΙΤΑ2,Άσκολι,Σπέτσια,1,2,48,12.7565,0.333,0.3085,0.3584,-1,0,0,0.9919,0.7,1.3514,0
12/9/2023,ΓΕΡ1,Βέρντερ Βρέμης,Άουγκσμπουργκ,0,2,74,-3.755,0.4307,0.2545,0.3148,1,0,0,0.8265,-0.6,1.1602,0
12/9/2023,ΠΟΛ2,Βίσλα Πλοκ,Ποντμπεσκίτζιε,0,2,47,20.2051,0.4569,0.2645,0.2786,0,0,0,0.9286,0.1,0.922,0
12/9/2023,ΓΕΡ1,Βόλφσμπουργκ,Φράιμπουργκ,1,2,74,-80.0864,0.4332,0.2647,0.3021,1,0,0,0.8613,-1.2,1.2766,0
12/9/2023,ΙΤΑ3,Γιουβέντους U23,Πινέτο Κάλσιο,0,2,43,-116.8896,0.384,0.3256,0.2903,2,0,0,0.8535,-0.8,1.6901,0
12/9/2023,ΕΛΒ1,Γιουνγκ Μπόις,Σεντ Γκάλεν,0,2,26,200.8492,0.4018,0.2498,0.3484,-1,0,0,1.1,-0.3,0.6211,0
12/9/2023,ΑΓΓ2,Γκρίμσμπι,Κρου,0,2,88,-122.3752,0.4145,0.2648,0.3207,2,0,0,1.3715,-0.3,1.405,0
12/9/2023,ΑΓΝΒ,Γουάρινγκτον Τάουν,Σκάρμπορο Αθλέτικ,0,2,123,108.0206,0.371,0.2665,0.3626,0,0,0,1.3805,0.9,0.8609,0
12/9/2023,ΑΓΓ1,Γουίγκαν,Λίνκολν Σίτι,0,2,95,17.16,0.4504,0.2771,0.2725,-1,0,0,1.8234,0.5,0.5495,0
12/9/2023,ΑΓΓ2,Γουίμπλεντον,Σουίντον,0,2,88,-29.198,0.4801,0.2503,0.2696,-1,0,0,0.714,0.1,0.4811,0
12/9/2023,ΕΛΛ2,Διαγόρας,Παναθηναϊκός Β',0,2,180,34.8765,0.4212,0.2688,0.31,-1,0,0,0.7751,0.7,0.6832,0
12/9/2023,ΓΑΛΚ,Διέππη,Έργκουα Γκάμπερικ,0,2,145,0,0.4147,0.2975,0.2878,0,1.5,1.5,0.8252,0,0.9917,0
12/9/2023,ΑΓΓ1,Έξετερ Σίτι,Πορτ Βέιλ,1,2,95,14.1683,0.3472,0.2829,0.3699,0,0,0,0.44,-0.3,2.2523,0
12/9/2023,ΣΚΩΤ,Ερντριόνιανς,Ντανφέρμλιν Αθλ.,1,2,134,-55.4424,0.3461,0.2927,0.3612,0,0,0,1.0089,-0.4,0.9009,0
12/9/2023,ΣΛΟ1,Ζέμπλιν Μιχαλόβτσε,Σκάλιτσα,0,2,133,-43.861,0.4009,0.2995,0.2995,0,0,0,0.9171,0.6,1.3475,0
12/9/2023,ΣΛΟ1,Ζλάτε Μοράφτσε,ΦΚ Κόζιτσε,0,2,133,-21.6096,0.3503,0.2994,0.3503,1,0,0,0.3783,-0.8,0.8772,0
12/9/2023,ΚΡΟ1,ΗΝΚ Γκόριτσα,Ίστρα 1961,0,2,174,37.0771,0.4741,0.278,0.2479,-1,0,0,1.3763,0.4,0.5941,0
12/9/2023,ΙΣΠ4,Θέλτα Βίγκο Β',Κούλτουραλ Λεονέσα,0,2,163,64.1589,0.3936,0.326,0.2804,0,0,0,2.0929,0.7,1.5385,0
12/9/2023,ΑΚΕΡ,Ίστλι,Όλντερσοτ Τάουν,0,2,178,-8.8463,0.3994,0.25,0.3506,0,0,0,2.0265,1.4,0.6623,0
12/9/2023,ΙΑΠΚ,Καβασάκι,Κασίβα,0,2,101,192.5386,0.4458,0.2818,0.2725,-1,0,0,2.353,1.6,1.1712,0
12/9/2023,ΓΕΡ2,Καϊζερσλάουτερν,Χέρτα Βερολίνου,1,2,64,-7.272,0.4495,0.2546,0.2959,0,0,0,0.8571,-0.8,1.1801,0
12/9/2023,ΑΓΓΤ,Κάρντιφ,Μίλγουολ,0,2,89,-78.2622,0.4481,0.2935,0.2583,0,0,0,0.7981,-0.2,1.0638,0
12/9/2023,ΙΤΑ2,Καταντζάρο,Πίζα,0,2,48,120.2267,0.463,0.2948,0.2422,-1,0,0,2.0806,1.2,1.1881,0
12/9/2023,ΑΚΕΡ,Κέρσον,Μακλσφίλντ,1,2,178,71.3352,0.4082,0.2529,0.3389,-1,0,0,0.4184,-1.3,0.3187,0
12/9/2023,ΣΚΩ2,Κλάιντ,Στρανράερ,0,2,124,-3.6896,0.3585,0.275,0.3665,0,0,0,0.6237,-0.1,0.733,0
12/9/2023,ΑΓΓ2,Κόλτσεστερ,Κρόουλι,1,2,88,-44.6321,0.4091,0.2551,0.3358,0,0,0,0.7108,-0.4778,1.0006,0
12/9/2023,ΣΚΩΤ,Κουίνς Παρκ,Ινβερνές,1,2,134,-84.7515,0.4552,0.2701,0.2747,2,0,0,0.9207,-0.9,1.9753,0
12/9/2023,ΙΤΑ2,Κρεμονέζε,Βενέτσια,0,2,48,9.4552,0.4809,0.2658,0.2533,0,0,0,1.288,-0.8,0.6931,0
12/9/2023,ΙΤΑ3,Κροτόνε,Γιούβε Στάμπια,0,2,43,101.7457,0.4235,0.3192,0.2573,0,0,0,3.3631,0.7,2.3529,0
12/9/2023,ΙΣΠ1,Μαγιόρκα,Σεβίλλη,0,2,3,-92.7257,0.3655,0.3173,0.3173,0,0,0,0.9081,-0.3,0.7438,0
12/9/2023,ΑΛΓ1,Μαγκρά,Σχλεφ,0,2,98,52.8213,0.3972,0.3014,0.3014,0,0,0,1.3885,0.1,1.7582,0
12/9/2023,ΙΣΡ,Μακάμπι Μπνέι Ρέινε,Μακάμπι Π. Τίκβα,0,2,62,-88.1763,0.37,0.2832,0.3468,0,0,0,1.9067,-0.1,1.5493,0
12/9/2023,ΟΝΔΡ,Μάραθον,Μοτάγκα,0,2,19,7.7504,0.481,0.2684,0.2506,-1,0,0,0.9946,-0.3,0.6832,0
12/9/2023,ΑΓΓΤ,Μίντλεσμπρο,Ίπσουιτς,1,2,89,-92.1321,0.4267,0.2584,0.3149,1,0,0,1.3552,-0.2,1.0596,0
12/9/2023,ΣΚΩ1,Μοντρόουζ,Κουίν Οφ Σάουθ,1,2,132,23.6804,0.4764,0.2488,0.2748,-1,0,0,0.6719,0.4,0.8458,0
12/9/2023,ΤΟΥ2,Μπαντίρμασπορ,Κοτσαέλισπορ,1,2,38,42.6431,0.4521,0.2763,0.2716,-1,0,0,1.4086,0.6,0.916,0
12/9/2023,ΑΓΝΝ,Μπεϊσινγκστόουκ Τάουν,Μπίκονσφιλντ Σίκομπ,0,2,128,-13.2842,0.4563,0.2308,0.3129,0,0,0,0.8315,-0.4,0.9524,0
12/9/2023,ΒΤΝ1,Μπιν Ντιν,Τχαν Χόα,1,2,202,44.9211,0.4058,0.2782,0.316,1,0,0,2.0422,-0.3,2.1311,0
12/9/2023,ΙΣΠ2,Μπούργκος,Μιράντες,0,2,42,38.9065,0.4698,0.2863,0.2439,-1,0,0,1.2251,0.1,1.0744,0
12/9/2023,ΙΝΠΛ,Νασαγί Μαζανταράν,Εστεγκάλ Κουζεστάν,0,2,113,-23.5756,0.4507,0.3188,0.2305,0,0,0,0.4942,-0.1,1.405,0
12/9/2023,ΑΓΓ1,Νορθάμπτον,Φλίτγουντ,0,2,95,-13.3578,0.4332,0.2712,0.2956,0,0,0,0.5176,-0.0778,0.9139,0
12/9/2023,ΣΚΩ2,Νταμπάρτον,Στενχάουσμιουρ,1,2,124,25.8376,0.3986,0.2675,0.3339,0,0,0,1.266,0,0.9009,0
12/9/2023,ΧΙΛ1,Ντεπόρτες  Μαγκαγιάνες,Κοκίμπο Ουνίδο,1,2,20,-68.8373,0.4537,0.2479,0.2984,2,0,0,1.1711,-0.8,1.8919,0
12/9/2023,ΤΟΥ2,Ουμρανίγιεσπορ,Κετσιορενγκιουτσού,0,2,38,16.6821,0.4505,0.2748,0.2748,-1,0,0,1.1398,0.5,0.5263,0
12/9/2023,ΓΕΡ1,Ουνιόν Βερολίνου,Γκλάντμπαχ,0,2,74,74.2517,0.458,0.2689,0.2732,1,0,0,0.3713,-1.4,1.1921,0
12/9/2023,ΧΙΛ1,Ουνιόν Λα Καλέρα,Ουν. Κατόλικα,1,2,20,72.1622,0.4532,0.2595,0.2873,-1,0,0,0.7953,-0.3,0.596,0
12/9/2023,ΙΤΑ3,Ποντεντέρα,Γκούμπιο,0,2,43,69.3738,0.3756,0.3074,0.317,-1,0,0,1.093,0,0.7207,0
12/9/2023,ΠΟΡΤ,Πορτιμονένσε,Φαμαλικάο,0,2,119,-109.2891,0.3821,0.2918,0.326,1,0,0,1.1111,-0.6,1.3223,0
12/9/2023,ΠΟΡ2,Πόρτο Β',AVC Φούτμπολ Σαντ,1,2,135,39.5117,0.4415,0.2749,0.2837,-1,0,0,2.8323,1.4667,1.4229,0
12/9/2023,ΠΟΛ1,Ραντόμιακ,Γκόρνικ Ζάμπρζε,0,2,55,-22.6616,0.4537,0.2732,0.2732,2,0,0,1.0617,-0.7,1.4815,0
12/9/2023,ΑΥΣ1,Ραπίντ Βιέννης,Σάλτσμπουργκ,1,2,45,-148.7424,0.3776,0.2562,0.3662,0,0,0,2.8399,0.9,1.831,0
12/9/2023,ΠΟΛ2,Ρεζοβια,Ζνιτσζ Προυσζκόβ,1,2,47,-103.6892,0.3672,0.296,0.3368,0,0,0,1.8621,0.5,1.8519,0
12/9/2023,ΑΓΓ1,Ρέντινγκ,Μπάρνσλεϊ,1,2,95,-78.8787,0.3535,0.2727,0.3738,-1,0,0,1.1589,1.1,0.8057,0
12/9/2023,ΜΑΡΟ,Σάλμι,Γιούνιον Τουάργκα,0,2,27,-29.9684,0.3626,0.3263,0.3112,0,0,0,0.5599,-0.2,1.1348,0
12/9/2023,ΙΣΠ4,Σαμπαντέλ,Γιουνιονίστας,0,2,163,-125.158,0.3971,0.3071,0.2958,1,0,0,0.813,0.1,1.7117,0
12/9/2023,ΑΓΓΤ,Σάντερλαντ,Γουέστ Μπρομ,0,2,89,-21.8472,0.4531,0.2843,0.2627,0,0,0,1.572,0.1,1.3187,0
12/9/2023,ΓΑΛΚ,Σεντ Ετιέν,Νιμ,1,2,145,107.0424,0.4753,0.2645,0.2602,-1,0,0,0.7239,0.6,1.0559,0
12/9/2023,ΣΚΩΠ,Σεντ Μίρεν,Ρος Κάουντι,0,2,41,3.6392,0.4332,0.2956,0.2712,1,0,0,0.4797,-0.4,1.0559,0
12/9/2023,ΠΟΛ1,Σλασκ Βρότσλαβ,Κορόνα Κίελτσε,0,2,55,6.4182,0.4161,0.3102,0.2737,0,0,0,0.8824,-0.3,0.7801,0
12/9/2023,ΝΚΡ1,Σουγουόν,Μπούσαν Ι Παρκ,0,2,1,-53.5068,0.42,0.2774,0.3026,1,0,0,1.103,0.2,1.4876,0
12/9/2023,ΣΚΩ2,Σπάρτανς,Φόρφαρ,0,2,124,48.7068,0.4584,0.2615,0.28,0,0,0,0.9738,0.3,2.1622,0
12/9/2023,ΙΣΠ2,Σπόρτινγκ Χιχόν,Λεβάντε,0,2,42,5.8876,0.4645,0.2765,0.2591,-1,0,0,1.0474,0.4,0.4636,0
12/9/2023,ΑΓΓΤ,Στόουκ Σίτι,Σέφιλντ Γουένσντεϊ,1,2,89,-106.1045,0.4406,0.2978,0.2615,1,0,0,0.6098,-0.4,0.9272,0
12/9/2023,ΑΓΝΝ,Τάντον Τάουν,Φάρνμπορο,0,2,128,-42.015,0.3885,0.2714,0.3401,0,0,0,0.4761,-0.9,0.7853,0
12/9/2023,ΙΤΑ3,Τόρε Νεάπολις,Λατίνα Κάλτσιο,0,2,43,-43.4562,0.333,0.3076,0.3594,1,0,0,0.6456,-0.1,1.2766,0
12/9/2023,ΑΓΓ2,Τρανμίρ Ρόβερς,Νιούπορτ Κάουντι,0,2,88,-101.832,0.4133,0.2636,0.3231,1,0,0,1.3343,0.1,1.5842,0
12/9/2023,ΟΛΛ1,Τσβόλε,Ναϊμέγκεν,1,2,36,-0.9617,0.4338,0.259,0.3072,0,0,0,0.7536,-0.3,0.5628,0
12/9/2023,ΑΓΝΒ,Τσέστερ,Τάμγουορθ,0,2,123,-33.7482,0.3948,0.2882,0.317,1,0,0,1.4676,-0.5,1.1111,0
12/9/2023,ΝΑΦ1,Τσίπα Γιουν.,Λάμοντβιλ Γκ. Αρ.,0,2,107,-67.9427,0.3403,0.3194,0.3403,1,0,0,0.4916,-0.2,1.405,0
12/9/2023,ΙΤΑ2,Τσιταντέλα,Κοζέντσα Κάλτσιο,0,2,48,57.8667,0.4579,0.3082,0.2339,0,0,0,0.8795,0.2,0.989,0
12/9/2023,ΑΚΕΡ,Τσόρλι,Μπλάιθ Σπάρτανς,0,2,178,70.5601,0.4841,0.2536,0.2623,0,0,0,1.2399,0.6,1.0638,0
12/9/2023,ΙΣΡ,Χάποελ Πετάχ Τίκβα,MS Aσχντόντ,0,2,62,-3.1893,0.3395,0.2987,0.3618,0,0,0,1.2569,0.5,1.0687,0
12/9/2023,ΒΤΝ1,Χο Τσι Μινχ Σίτι,Χάι Φονγκ,0,2,202,-113.714,0.3596,0.2636,0.3768,0,0,0,0.7637,-0.3,1.0596,0
12/9/2023,ΤΣΧ1,1. Σλοβάτσκο,Μποέμιανς 1905,0,2,63,-93.8507,0.5649,0.2478,0.1873,0,0,0,0.8314,-0.2667,0.5519,0
